latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
30.95988,74.50697,333.34,0.56,0.43,2024-10-16,826,N,VIIRS,n,2,305.4,4.96,D,0
30.96114,74.50311,346.04,0.55,0.43,2024-10-16,826,N,VIIRS,n,2,305.72,13.16,D,0
30.96951,73.49925,332.95,0.5,0.41,2024-10-16,826,N,VIIRS,n,2,304.23,3.41,D,0
30.97087,74.03687,333.55,0.53,0.42,2024-10-16,826,N,VIIRS,l,2,305.12,3.92,D,0
30.97364,74.52278,342.77,0.56,0.43,2024-10-16,826,N,VIIRS,n,2,305.5,3.09,D,0
30.97568,74.52475,341.94,0.56,0.43,2024-10-16,826,N,VIIRS,n,2,305.05,4.77,D,0
31.00204,73.17031,334.44,0.48,0.4,2024-10-16,826,N,VIIRS,n,2,307.22,2.95,D,0
31.00303,74.14529,335.03,0.53,0.42,2024-10-16,826,N,VIIRS,n,2,306.39,4.38,D,0
31.01211,74.22414,343.66,0.54,0.42,2024-10-16,826,N,VIIRS,n,2,307.22,5.62,D,0
31.03822,73.59523,330.53,0.5,0.41,2024-10-16,826,N,VIIRS,n,2,304.58,2.84,D,0
31.04351,74.42937,334.84,0.55,0.43,2024-10-16,826,N,VIIRS,n,2,307.14,5.57,D,0
31.04417,74.43518,336.89,0.55,0.43,2024-10-16,826,N,VIIRS,n,2,309.1,7.65,D,0
31.04701,73.60459,336.13,0.5,0.41,2024-10-16,826,N,VIIRS,n,2,307.45,4.42,D,0
31.0528,74.61911,337.72,0.56,0.43,2024-10-16,826,N,VIIRS,n,2,307.22,4.52,D,0
31.08076,74.68786,331.45,0.57,0.43,2024-10-16,826,N,VIIRS,l,2,305.74,2.64,D,0
31.09293,74.63573,331.53,0.57,0.43,2024-10-16,826,N,VIIRS,l,2,306.32,2.59,D,0
31.11046,74.53656,333.28,0.56,0.43,2024-10-16,826,N,VIIRS,n,2,305.64,3.77,D,0
31.14416,74.54961,333.56,0.56,0.43,2024-10-16,826,N,VIIRS,n,2,304.55,5.44,D,0
31.22908,75.09854,331.07,0.4,0.44,2024-10-16,826,N,VIIRS,l,2,301.81,2.25,D,0
31.23318,75.09798,341.58,0.4,0.44,2024-10-16,826,N,VIIRS,n,2,301.73,5.84,D,0
31.23636,75.08894,338.9,0.4,0.44,2024-10-16,826,N,VIIRS,n,2,303.1,4.45,D,0
31.28485,75.46033,352.33,0.42,0.45,2024-10-16,826,N,VIIRS,n,2,304.46,7.55,D,0
30.81566,70.70094,336.91,0.4,0.37,2024-10-16,827,N,VIIRS,l,2,311.54,1.73,D,0
30.85594,70.79153,332.52,0.4,0.37,2024-10-16,827,N,VIIRS,n,2,306.55,2.39,D,0
30.85931,70.79091,337.78,0.4,0.37,2024-10-16,827,N,VIIRS,n,2,305.98,2.39,D,0
30.903,70.75703,341.17,0.4,0.37,2024-10-16,827,N,VIIRS,n,2,310.98,3.92,D,0
30.91244,69.56539,340,0.38,0.36,2024-10-16,827,N,VIIRS,l,2,311.59,3.61,D,0
31.00355,70.73009,349.03,0.4,0.37,2024-10-16,827,N,VIIRS,n,2,311.69,15.7,D,0
31.0672,73.35504,330.49,0.49,0.4,2024-10-16,827,N,VIIRS,n,2,305.16,2.07,D,0
31.10628,73.36455,337.25,0.49,0.4,2024-10-16,827,N,VIIRS,n,2,305.9,2.22,D,0
31.13719,73.79016,333.24,0.51,0.41,2024-10-16,827,N,VIIRS,n,2,304.3,3.87,D,0
31.1376,73.89539,330.03,0.52,0.41,2024-10-16,827,N,VIIRS,l,2,304.68,3.8,D,0
31.15853,74.2217,342.81,0.54,0.42,2024-10-16,827,N,VIIRS,n,2,304.96,6.43,D,0
31.18402,73.40236,332.88,0.49,0.41,2024-10-16,827,N,VIIRS,n,2,303.24,1.85,D,0
31.19559,72.06786,346.67,0.44,0.38,2024-10-16,827,N,VIIRS,n,2,304.93,6.97,D,0
31.21754,74.39436,333.49,0.55,0.43,2024-10-16,827,N,VIIRS,n,2,303.56,3.59,D,0
31.25302,73.27257,333.91,0.49,0.4,2024-10-16,827,N,VIIRS,n,2,305.94,2.64,D,0
31.28518,75.46217,340.97,0.42,0.45,2024-10-16,827,N,VIIRS,n,2,304.16,5.57,D,0
31.33559,75.09784,331.7,0.4,0.44,2024-10-16,827,N,VIIRS,n,2,303.38,2.09,D,0
31.33765,74.96976,335.73,0.4,0.44,2024-10-16,827,N,VIIRS,n,2,302.89,2.36,D,0
31.33861,74.97322,340.95,0.39,0.44,2024-10-16,827,N,VIIRS,n,2,303.25,3.81,D,0
31.342,75.11853,342.32,0.4,0.44,2024-10-16,827,N,VIIRS,n,2,305.86,8.47,D,0
31.38367,75.05299,334.03,0.4,0.44,2024-10-16,827,N,VIIRS,n,2,303.42,4.68,D,0
31.40284,70.64513,346.04,0.4,0.37,2024-10-16,827,N,VIIRS,n,2,308.5,5.33,D,0
31.40642,75.07132,343.67,0.4,0.44,2024-10-16,827,N,VIIRS,n,2,307.03,9.04,D,0
31.40874,74.82465,334.79,0.39,0.44,2024-10-16,827,N,VIIRS,n,2,303.18,1.77,D,0
31.41017,70.64804,335.34,0.4,0.37,2024-10-16,827,N,VIIRS,l,2,309.08,4.74,D,0
31.41645,70.76775,337.21,0.4,0.37,2024-10-16,827,N,VIIRS,n,2,308.39,2.66,D,0
31.4285,74.78016,333.35,0.39,0.44,2024-10-16,827,N,VIIRS,n,2,305.37,3.18,D,0
31.43058,75.18095,344.25,0.41,0.45,2024-10-16,827,N,VIIRS,n,2,305.39,10.66,D,0
31.43353,74.86743,343.03,0.39,0.44,2024-10-16,827,N,VIIRS,n,2,304.02,5.08,D,0
31.434,74.86716,341.64,0.39,0.44,2024-10-16,827,N,VIIRS,n,2,303.74,5.44,D,0
31.43692,73.9777,332.31,0.53,0.42,2024-10-16,827,N,VIIRS,l,2,305.61,3.1,D,0
31.43983,73.97934,336.35,0.53,0.42,2024-10-16,827,N,VIIRS,n,2,305.93,6.23,D,0
31.44078,73.9771,332.52,0.53,0.42,2024-10-16,827,N,VIIRS,l,2,304.4,4.73,D,0
31.44084,74.70367,330.87,0.38,0.43,2024-10-16,827,N,VIIRS,n,2,302.47,1.7,D,0
31.44887,73.98935,330.2,0.53,0.42,2024-10-16,827,N,VIIRS,n,2,304.71,2.97,D,0
31.44888,74.97551,332.03,0.4,0.44,2024-10-16,827,N,VIIRS,n,2,302.5,1.7,D,0
31.44975,73.98711,332.12,0.53,0.42,2024-10-16,827,N,VIIRS,n,2,305.3,4.11,D,0
31.45962,74.61363,335.59,0.57,0.43,2024-10-16,827,N,VIIRS,n,2,304.22,1.79,D,0
31.46286,73.89438,342.67,0.52,0.42,2024-10-16,827,N,VIIRS,n,2,305.08,6.61,D,0
31.46308,74.7585,341.16,0.39,0.44,2024-10-16,827,N,VIIRS,n,2,305.27,7.69,D,0
31.48965,75.00822,367,0.4,0.44,2024-10-16,827,N,VIIRS,h,2,304.97,9.09,D,0
31.49682,73.9174,342.64,0.53,0.42,2024-10-16,827,N,VIIRS,n,2,309.01,20.31,D,0
31.51097,75.05256,342.42,0.4,0.44,2024-10-16,827,N,VIIRS,n,2,304.11,5.02,D,0
31.51512,71.00317,334.62,0.41,0.37,2024-10-16,827,N,VIIRS,n,2,307.48,1.86,D,0
31.53217,74.79026,338.55,0.39,0.44,2024-10-16,827,N,VIIRS,n,2,303.29,1.94,D,0
31.5325,74.79076,343.94,0.39,0.44,2024-10-16,827,N,VIIRS,n,2,304.11,3.09,D,0
